Identifier,CP Short Title,Event Label,Parent Code,Name,Code,Lineage,Specimen Class,Specimen Type,Anatomic Site,Laterality,Pathology,Storage Type,Initial Quantity,Concentration,Quantity Unit,Concentration Unit,Collector#Email Address,Collection Container,Collection Procedure,Receiver#Email Address,Label Format,Label Auto Print Mode,Label Print Copies,Pre-barcoded Tube,Sort Order,Default Custom Field Values,Activity Status,Parent UID,Unique ID
23559,MMGE-MJFF-PPMI-BIO,V10,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23559
23560,MMGE-MJFF-PPMI-BIO,V10,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23560
23561,MMGE-MJFF-PPMI-BIO,V10,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23561
23562,MMGE-MJFF-PPMI-BIO,V10,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23562
23563,MMGE-MJFF-PPMI-BIO,V10,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23563
23564,MMGE-MJFF-PPMI-BIO,V10,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23564
23565,MMGE-MJFF-PPMI-BIO,V10,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23565
23566,MMGE-MJFF-PPMI-BIO,V10,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23566
23567,MMGE-MJFF-PPMI-BIO,V10,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23567
23568,MMGE-MJFF-PPMI-BIO,V10,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23568
23569,MMGE-MJFF-PPMI-BIO,V10,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23569
23570,MMGE-MJFF-PPMI-BIO,V10,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23570
23571,MMGE-MJFF-PPMI-BIO,V10,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23571
23572,MMGE-MJFF-PPMI-BIO,V10,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23552,sr_23572
24986,MMGE-MJFF-PPMI-BIO,V10,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24986
24987,MMGE-MJFF-PPMI-BIO,V10,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24987
24988,MMGE-MJFF-PPMI-BIO,V10,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24988
24989,MMGE-MJFF-PPMI-BIO,V10,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24989
24990,MMGE-MJFF-PPMI-BIO,V10,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24989,sr_24990
23579,MMGE-MJFF-PPMI-BIO,V11,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23579
23580,MMGE-MJFF-PPMI-BIO,V11,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23580
23581,MMGE-MJFF-PPMI-BIO,V11,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23581
23582,MMGE-MJFF-PPMI-BIO,V11,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23581,sr_23582
23584,MMGE-MJFF-PPMI-BIO,V11,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23582,sr_23584
23585,MMGE-MJFF-PPMI-BIO,V11,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23582,sr_23585
23586,MMGE-MJFF-PPMI-BIO,V11,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23582,sr_23586
23587,MMGE-MJFF-PPMI-BIO,V11,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23582,sr_23587
23583,MMGE-MJFF-PPMI-BIO,V11,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23581,sr_23583
23588,MMGE-MJFF-PPMI-BIO,V11,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23583,sr_23588
23589,MMGE-MJFF-PPMI-BIO,V11,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23589
23590,MMGE-MJFF-PPMI-BIO,V11,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23590
23591,MMGE-MJFF-PPMI-BIO,V11,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23591
23592,MMGE-MJFF-PPMI-BIO,V11,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23591,sr_23592
23593,MMGE-MJFF-PPMI-BIO,V11,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23592,sr_23593
23594,MMGE-MJFF-PPMI-BIO,V11,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23592,sr_23594
23595,MMGE-MJFF-PPMI-BIO,V11,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23592,sr_23595
23596,MMGE-MJFF-PPMI-BIO,V11,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23592,sr_23596
23597,MMGE-MJFF-PPMI-BIO,V11,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23597
23598,MMGE-MJFF-PPMI-BIO,V11,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23598
23599,MMGE-MJFF-PPMI-BIO,V11,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23599
23600,MMGE-MJFF-PPMI-BIO,V11,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23600
23601,MMGE-MJFF-PPMI-BIO,V11,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23601
23602,MMGE-MJFF-PPMI-BIO,V11,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23602
23603,MMGE-MJFF-PPMI-BIO,V11,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23603
23604,MMGE-MJFF-PPMI-BIO,V11,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23604
23605,MMGE-MJFF-PPMI-BIO,V11,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23605
23606,MMGE-MJFF-PPMI-BIO,V11,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23606
23607,MMGE-MJFF-PPMI-BIO,V11,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23607
23608,MMGE-MJFF-PPMI-BIO,V11,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23608
23609,MMGE-MJFF-PPMI-BIO,V11,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23609
23610,MMGE-MJFF-PPMI-BIO,V11,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23610
23611,MMGE-MJFF-PPMI-BIO,V11,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23611
23612,MMGE-MJFF-PPMI-BIO,V11,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23612
23613,MMGE-MJFF-PPMI-BIO,V11,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23613
23614,MMGE-MJFF-PPMI-BIO,V11,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23614
23615,MMGE-MJFF-PPMI-BIO,V11,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23615
23616,MMGE-MJFF-PPMI-BIO,V11,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23616
23617,MMGE-MJFF-PPMI-BIO,V11,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23597,sr_23617
24991,MMGE-MJFF-PPMI-BIO,V11,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24991
24992,MMGE-MJFF-PPMI-BIO,V11,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24992
24993,MMGE-MJFF-PPMI-BIO,V11,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24993
24994,MMGE-MJFF-PPMI-BIO,V11,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24994
24995,MMGE-MJFF-PPMI-BIO,V11,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24994,sr_24995
23622,MMGE-MJFF-PPMI-BIO,V12,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23622
23623,MMGE-MJFF-PPMI-BIO,V12,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23623
23624,MMGE-MJFF-PPMI-BIO,V12,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23624
23625,MMGE-MJFF-PPMI-BIO,V12,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23624,sr_23625
23628,MMGE-MJFF-PPMI-BIO,V12,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23625,sr_23628
23629,MMGE-MJFF-PPMI-BIO,V12,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23625,sr_23629
23630,MMGE-MJFF-PPMI-BIO,V12,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23625,sr_23630
23631,MMGE-MJFF-PPMI-BIO,V12,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23625,sr_23631
23627,MMGE-MJFF-PPMI-BIO,V12,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23624,sr_23627
23632,MMGE-MJFF-PPMI-BIO,V12,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23627,sr_23632
23633,MMGE-MJFF-PPMI-BIO,V12,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23633
23634,MMGE-MJFF-PPMI-BIO,V12,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23634
23635,MMGE-MJFF-PPMI-BIO,V12,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23635
23636,MMGE-MJFF-PPMI-BIO,V12,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23635,sr_23636
23637,MMGE-MJFF-PPMI-BIO,V12,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23636,sr_23637
23638,MMGE-MJFF-PPMI-BIO,V12,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23636,sr_23638
23639,MMGE-MJFF-PPMI-BIO,V12,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23636,sr_23639
23640,MMGE-MJFF-PPMI-BIO,V12,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23636,sr_23640
23641,MMGE-MJFF-PPMI-BIO,V12,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23641
23642,MMGE-MJFF-PPMI-BIO,V12,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23642
23643,MMGE-MJFF-PPMI-BIO,V12,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23643
23644,MMGE-MJFF-PPMI-BIO,V12,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23644
23645,MMGE-MJFF-PPMI-BIO,V12,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23645
23646,MMGE-MJFF-PPMI-BIO,V12,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23646
23647,MMGE-MJFF-PPMI-BIO,V12,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23647
23648,MMGE-MJFF-PPMI-BIO,V12,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23648
23649,MMGE-MJFF-PPMI-BIO,V12,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23649
23650,MMGE-MJFF-PPMI-BIO,V12,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23650
23651,MMGE-MJFF-PPMI-BIO,V12,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23651
23652,MMGE-MJFF-PPMI-BIO,V12,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23652
23653,MMGE-MJFF-PPMI-BIO,V12,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23653
23654,MMGE-MJFF-PPMI-BIO,V12,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23654
23655,MMGE-MJFF-PPMI-BIO,V12,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23655
23656,MMGE-MJFF-PPMI-BIO,V12,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23656
23657,MMGE-MJFF-PPMI-BIO,V12,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23657
23658,MMGE-MJFF-PPMI-BIO,V12,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23658
23659,MMGE-MJFF-PPMI-BIO,V12,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23659
23660,MMGE-MJFF-PPMI-BIO,V12,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23660
23661,MMGE-MJFF-PPMI-BIO,V12,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23641,sr_23661
24996,MMGE-MJFF-PPMI-BIO,V12,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24996
24997,MMGE-MJFF-PPMI-BIO,V12,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24997
24998,MMGE-MJFF-PPMI-BIO,V12,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24998
24999,MMGE-MJFF-PPMI-BIO,V12,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24999
25000,MMGE-MJFF-PPMI-BIO,V12,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24999,sr_25000
23666,MMGE-MJFF-PPMI-BIO,V13,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23666
23667,MMGE-MJFF-PPMI-BIO,V13,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23667
23668,MMGE-MJFF-PPMI-BIO,V13,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23668
23669,MMGE-MJFF-PPMI-BIO,V13,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23668,sr_23669
23671,MMGE-MJFF-PPMI-BIO,V13,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23669,sr_23671
23672,MMGE-MJFF-PPMI-BIO,V13,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23669,sr_23672
